Elapsed time,LoadExamResultsHomePage (failure),LoadExamResultsHomePage (success),LoadExamResultsHomePage-0 (success),LoadExamResultsHomePage-1 (failure),LoadExamResultsHomePage-1 (success),SearchExamResults (failure),SearchExamResults (success),SearchExamResults-0 (success),SearchExamResults-1 (failure),SearchExamResults-1 (success),SearchExamResults-2 (failure),SearchExamResults-2 (success)
16:48:42.0,1.0,14.0,5.0,,14.0,,3.0,7.0,,3.0,,3.0
16:48:43.0,24.0,14.0,1.0,,14.0,15.0,1.0,,,1.0,,1.0
16:48:44.0,20.0,2.0,,2.0,,27.0,,,,,,
16:48:45.0,1.0,24.0,31.0,,24.0,7.0,18.0,31.0,,19.0,,18.0
16:48:46.0,,,,,,,,,1.0,,,
16:48:47.0,,11.0,15.0,,11.0,,9.0,33.0,,8.0,,9.0
16:48:48.0,29.0,1.0,,,1.0,,,,,,,
16:48:49.0,7.0,19.0,6.0,6.0,13.0,,14.0,18.0,8.0,5.0,13.0,7.0
16:48:50.0,1.0,15.0,32.0,,15.0,14.0,3.0,33.0,,3.0,,2.0
16:48:51.0,5.0,7.0,,7.0,,19.0,13.0,,13.0,,13.0,
16:48:52.0,,23.0,5.0,,23.0,7.0,5.0,15.0,,5.0,,4.0
16:48:53.0,16.0,6.0,,6.0,,13.0,14.0,,15.0,,14.0,
16:48:54.0,17.0,25.0,15.0,13.0,12.0,3.0,28.0,17.0,20.0,7.0,20.0,8.0
16:48:55.0,25.0,1.0,1.0,,1.0,,,,,,,
16:48:56.0,8.0,14.0,17.0,2.0,12.0,1.0,25.0,10.0,11.0,15.0,11.0,12.0
16:48:57.0,11.0,14.0,10.0,,14.0,23.0,21.0,26.0,,19.0,,23.0
16:48:59.0,,25.0,17.0,1.0,24.0,2.0,27.0,66.0,,27.0,,23.0
16:49:00.0,4.0,1.0,,,1.0,26.0,3.0,18.0,3.0,,3.0,
16:49:01.0,8.0,17.0,24.0,7.0,10.0,6.0,20.0,25.0,14.0,7.0,14.0,7.0
16:49:02.0,,,2.0,,,,,,,1.0,,
16:49:03.0,7.0,14.0,23.0,3.0,11.0,10.0,22.0,5.0,13.0,8.0,14.0,11.0
16:49:04.0,,18.0,68.0,,18.0,30.0,47.0,36.0,18.0,28.0,18.0,26.0
16:49:05.0,1.0,2.0,,2.0,,20.0,11.0,,12.0,,11.0,
16:49:06.0,,23.0,35.0,,23.0,1.0,38.0,7.0,,38.0,,39.0
16:49:07.0,24.0,10.0,,9.0,1.0,11.0,1.0,,1.0,,1.0,
16:49:08.0,44.0,53.0,8.0,42.0,11.0,10.0,35.0,10.0,23.0,12.0,23.0,11.0
16:49:09.0,11.0,,,,,9.0,,,,,,
16:49:10.0,,9.0,8.0,,9.0,,7.0,5.0,,9.0,,6.0
16:49:11.0,7.0,19.0,49.0,,19.0,21.0,11.0,14.0,,10.0,,11.0
16:49:13.0,,24.0,29.0,,24.0,,12.0,20.0,,10.0,,12.0
16:49:14.0,,1.0,,1.0,,6.0,,,,1.0,,
16:49:15.0,30.0,39.0,19.0,27.0,12.0,16.0,12.0,21.0,11.0,,11.0,1.0
16:49:16.0,1.0,,,,,5.0,,,,,,
16:49:17.0,1.0,9.0,21.0,1.0,8.0,,1.0,8.0,,1.0,,2.0
16:49:18.0,4.0,19.0,84.0,,19.0,33.0,11.0,30.0,,11.0,,11.0
16:49:19.0,5.0,5.0,,5.0,,17.0,13.0,,13.0,,13.0,
16:49:20.0,1.0,22.0,21.0,,22.0,3.0,22.0,12.0,,24.0,,22.0
16:49:21.0,,1.0,,1.0,,4.0,,,,,,
16:49:22.0,36.0,71.0,5.0,56.0,15.0,8.0,17.0,2.0,12.0,3.0,12.0,4.0
16:49:23.0,24.0,,,,,7.0,,,,,,
16:49:24.0,17.0,22.0,1.0,15.0,7.0,,3.0,1.0,2.0,2.0,2.0,1.0
16:49:25.0,4.0,19.0,22.0,,19.0,23.0,13.0,52.0,,12.0,,14.0
16:49:26.0,10.0,3.0,,3.0,,18.0,,,,,,
16:49:27.0,1.0,23.0,7.0,,23.0,5.0,9.0,18.0,,9.0,,8.0
16:49:28.0,4.0,,,,,8.0,1.0,,1.0,,1.0,
16:49:29.0,33.0,27.0,23.0,13.0,14.0,2.0,44.0,44.0,31.0,13.0,31.0,14.0
16:49:31.0,,7.0,5.0,,7.0,,4.0,1.0,,4.0,,4.0
16:49:32.0,,19.0,20.0,,19.0,,29.0,48.0,,30.0,,28.0
16:49:33.0,25.0,17.0,,17.0,,34.0,24.0,,24.0,,24.0,
16:49:34.0,1.0,22.0,95.0,,22.0,15.0,55.0,107.0,,55.0,,56.0
16:49:36.0,,16.0,13.0,,16.0,,10.0,22.0,,9.0,,9.0
16:49:37.0,31.0,,,,,6.0,,,,,,
16:49:38.0,26.0,72.0,17.0,68.0,4.0,1.0,70.0,36.0,60.0,13.0,62.0,9.0
16:49:39.0,,19.0,56.0,,19.0,21.0,31.0,23.0,,28.0,,34.0
16:49:41.0,,22.0,32.0,,22.0,,52.0,54.0,,53.0,,51.0
16:49:42.0,24.0,7.0,,7.0,,,5.0,,5.0,,6.0,
16:49:43.0,25.0,37.0,4.0,19.0,18.0,,17.0,18.0,3.0,14.0,3.0,11.0
16:49:44.0,2.0,,,,,14.0,,,,,,
16:49:45.0,37.0,29.0,1.0,25.0,4.0,9.0,24.0,,25.0,,24.0,
16:49:46.0,,17.0,18.0,,17.0,17.0,16.0,28.0,,17.0,,17.0
16:49:47.0,2.0,,,,,,3.0,,3.0,,3.0,
16:49:48.0,4.0,24.0,100.0,,24.0,2.0,76.0,67.0,,73.0,,75.0
16:49:49.0,6.0,,,,,5.0,,,,,,
16:49:50.0,11.0,22.0,9.0,3.0,19.0,34.0,7.0,2.0,3.0,4.0,3.0,3.0
16:49:51.0,2.0,,,,,1.0,,,,,,
16:49:52.0,23.0,37.0,7.0,33.0,4.0,,33.0,,34.0,,34.0,
16:49:53.0,7.0,16.0,15.0,,16.0,30.0,2.0,2.0,,2.0,,3.0
16:49:54.0,43.0,7.0,,7.0,,41.0,2.0,,2.0,,2.0,
16:49:55.0,1.0,24.0,69.0,,24.0,36.0,30.0,42.0,,29.0,,29.0
16:49:56.0,8.0,,,,,1.0,,,,,,
16:49:57.0,5.0,18.0,24.0,,18.0,14.0,10.0,52.0,,10.0,,9.0
16:49:58.0,,2.0,,,2.0,,,8.0,,,,
16:49:59.0,12.0,50.0,5.0,47.0,3.0,,22.0,19.0,20.0,3.0,20.0,2.0
16:50:00.0,1.0,17.0,47.0,,17.0,20.0,5.0,42.0,,4.0,,5.0
16:50:01.0,4.0,10.0,,10.0,,,24.0,,25.0,,25.0,
16:50:02.0,1.0,24.0,83.0,,24.0,8.0,38.0,36.0,8.0,29.0,9.0,29.0
16:50:03.0,2.0,,,,,,1.0,,1.0,,2.0,
16:50:04.0,11.0,22.0,70.0,8.0,14.0,39.0,25.0,33.0,10.0,18.0,11.0,17.0
16:50:05.0,23.0,4.0,1.0,,4.0,34.0,4.0,10.0,,4.0,,4.0
16:50:06.0,28.0,50.0,9.0,46.0,4.0,6.0,25.0,12.0,15.0,9.0,14.0,10.0
16:50:07.0,1.0,16.0,13.0,,16.0,23.0,24.0,10.0,,25.0,,24.0
16:50:08.0,15.0,15.0,,15.0,,,15.0,,15.0,,15.0,
16:50:09.0,11.0,29.0,2.0,3.0,26.0,11.0,17.0,1.0,3.0,13.0,3.0,13.0
16:50:10.0,26.0,6.0,,6.0,,3.0,10.0,,10.0,,10.0,
16:50:11.0,42.0,22.0,16.0,10.0,12.0,63.0,20.0,4.0,7.0,13.0,7.0,11.0
16:50:12.0,,4.0,7.0,,4.0,,4.0,6.0,,2.0,,5.0
16:50:13.0,,5.0,6.0,,5.0,,3.0,,,4.0,,1.0
16:50:14.0,,17.0,8.0,,17.0,,13.0,2.0,,12.0,,13.0
16:50:15.0,74.0,14.0,,14.0,,15.0,1.0,,1.0,,1.0,
16:50:16.0,5.0,29.0,11.0,3.0,26.0,9.0,7.0,8.0,6.0,1.0,6.0,1.0
16:50:17.0,4.0,6.0,,6.0,,39.0,,,,,,
16:50:18.0,13.0,19.0,2.0,8.0,11.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0
16:50:19.0,11.0,3.0,4.0,,3.0,15.0,,,,,,2.0
16:50:20.0,10.0,7.0,36.0,1.0,6.0,23.0,10.0,9.0,,10.0,,9.0
16:50:21.0,36.0,17.0,98.0,,17.0,13.0,17.0,109.0,,17.0,,16.0
16:50:22.0,,1.0,6.0,,1.0,,,22.0,,,,
16:50:23.0,,25.0,24.0,,25.0,,3.0,86.0,,4.0,,3.0
16:50:25.0,6.0,51.0,2.0,40.0,11.0,3.0,67.0,11.0,66.0,1.0,66.0,2.0
16:50:26.0,2.0,6.0,1.0,4.0,2.0,64.0,17.0,2.0,17.0,1.0,17.0,1.0
16:50:27.0,4.0,30.0,6.0,22.0,8.0,35.0,68.0,10.0,65.0,2.0,65.0,2.0
16:50:28.0,1.0,15.0,15.0,,15.0,24.0,10.0,27.0,,10.0,,11.0
16:50:29.0,31.0,1.0,10.0,,1.0,6.0,3.0,6.0,1.0,3.0,1.0,2.0
16:50:30.0,39.0,28.0,42.0,1.0,27.0,30.0,32.0,11.0,3.0,28.0,3.0,27.0
16:50:31.0,82.0,6.0,,6.0,,6.0,10.0,,10.0,,10.0,
16:50:32.0,7.0,9.0,13.0,1.0,8.0,13.0,20.0,2.0,9.0,13.0,9.0,12.0
16:50:33.0,,9.0,1.0,5.0,4.0,14.0,18.0,5.0,2.0,14.0,2.0,16.0
16:50:34.0,24.0,20.0,12.0,12.0,8.0,,11.0,8.0,,12.0,,10.0
16:50:35.0,16.0,15.0,68.0,,15.0,15.0,14.0,21.0,,12.0,,15.0
16:50:36.0,,5.0,12.0,3.0,2.0,,4.0,10.0,,4.0,,3.0
16:50:37.0,,26.0,70.0,,26.0,9.0,15.0,23.0,,15.0,,15.0
16:50:38.0,6.0,7.0,,7.0,,1.0,1.0,2.0,2.0,1.0,1.0,
16:50:39.0,14.0,32.0,28.0,23.0,9.0,6.0,15.0,34.0,6.0,8.0,6.0,9.0
16:50:40.0,2.0,6.0,2.0,2.0,4.0,27.0,1.0,,1.0,,1.0,
16:50:41.0,19.0,36.0,1.0,28.0,8.0,27.0,12.0,,11.0,1.0,12.0,1.0
16:50:42.0,4.0,13.0,8.0,,13.0,48.0,7.0,9.0,3.0,4.0,2.0,6.0
16:50:43.0,17.0,11.0,12.0,8.0,3.0,78.0,20.0,6.0,17.0,4.0,17.0,1.0
16:50:44.0,26.0,28.0,33.0,2.0,26.0,16.0,7.0,6.0,,6.0,,7.0
16:50:45.0,18.0,2.0,,1.0,1.0,20.0,,1.0,,,,
16:50:46.0,37.0,13.0,3.0,4.0,9.0,12.0,4.0,5.0,3.0,1.0,3.0,1.0
16:50:47.0,55.0,15.0,,12.0,3.0,26.0,8.0,1.0,6.0,2.0,6.0,3.0
16:50:48.0,15.0,22.0,1.0,13.0,9.0,,9.0,1.0,6.0,3.0,6.0,2.0
16:50:49.0,20.0,15.0,6.0,2.0,13.0,26.0,9.0,23.0,1.0,8.0,1.0,8.0
16:50:50.0,11.0,5.0,2.0,2.0,3.0,13.0,2.0,2.0,,2.0,,2.0
16:50:51.0,24.0,24.0,11.0,,24.0,34.0,21.0,10.0,,21.0,,22.0
16:50:52.0,6.0,1.0,,,1.0,9.0,,,,,,
16:50:53.0,20.0,11.0,24.0,1.0,10.0,19.0,23.0,31.0,12.0,10.0,12.0,11.0
16:50:54.0,2.0,3.0,10.0,,3.0,3.0,2.0,,,3.0,,1.0
16:50:55.0,15.0,15.0,19.0,5.0,10.0,20.0,2.0,5.0,1.0,,1.0,1.0
16:50:56.0,,11.0,74.0,,11.0,36.0,13.0,22.0,,13.0,,15.0
16:50:57.0,15.0,24.0,9.0,20.0,4.0,11.0,25.0,19.0,21.0,4.0,22.0,3.0
16:50:58.0,1.0,18.0,67.0,,18.0,55.0,13.0,50.0,,13.0,,12.0
16:50:59.0,17.0,8.0,34.0,1.0,7.0,6.0,2.0,18.0,,3.0,,2.0
16:51:00.0,4.0,32.0,14.0,21.0,11.0,3.0,13.0,2.0,3.0,9.0,3.0,10.0
16:51:01.0,14.0,11.0,,8.0,3.0,36.0,17.0,,17.0,,17.0,
16:51:02.0,36.0,55.0,8.0,45.0,10.0,22.0,32.0,15.0,26.0,7.0,27.0,6.0
16:51:03.0,7.0,41.0,5.0,30.0,11.0,22.0,25.0,12.0,21.0,4.0,20.0,4.0
16:51:04.0,12.0,11.0,,8.0,3.0,12.0,1.0,17.0,1.0,1.0,1.0,
16:51:05.0,47.0,19.0,12.0,,19.0,22.0,10.0,14.0,,9.0,,10.0
16:51:06.0,26.0,13.0,25.0,6.0,7.0,10.0,12.0,4.0,8.0,4.0,8.0,4.0
16:51:07.0,20.0,11.0,17.0,2.0,9.0,16.0,15.0,12.0,7.0,10.0,7.0,8.0
16:51:08.0,4.0,5.0,1.0,,5.0,11.0,11.0,3.0,8.0,1.0,8.0,3.0
16:51:09.0,15.0,10.0,6.0,2.0,8.0,,3.0,11.0,2.0,1.0,2.0,2.0
16:51:10.0,17.0,38.0,39.0,25.0,13.0,23.0,11.0,15.0,4.0,7.0,4.0,6.0
16:51:11.0,19.0,4.0,4.0,1.0,3.0,11.0,6.0,4.0,3.0,3.0,3.0,3.0
16:51:12.0,15.0,17.0,94.0,1.0,16.0,23.0,30.0,48.0,3.0,27.0,3.0,28.0
16:51:13.0,,9.0,21.0,,9.0,,13.0,17.0,2.0,10.0,2.0,10.0
16:51:14.0,4.0,20.0,3.0,10.0,10.0,26.0,7.0,13.0,2.0,5.0,2.0,4.0
16:51:15.0,16.0,9.0,5.0,4.0,5.0,14.0,4.0,5.0,4.0,,4.0,
16:51:16.0,36.0,61.0,19.0,53.0,8.0,38.0,55.0,60.0,47.0,8.0,47.0,8.0
16:51:17.0,1.0,11.0,3.0,,11.0,32.0,4.0,7.0,,4.0,,4.0
16:51:18.0,1.0,8.0,2.0,3.0,5.0,21.0,8.0,2.0,6.0,2.0,6.0,2.0
16:51:19.0,4.0,17.0,5.0,3.0,14.0,13.0,4.0,,3.0,1.0,3.0,1.0
16:51:20.0,88.0,19.0,1.0,10.0,9.0,10.0,41.0,9.0,40.0,3.0,39.0,3.0
16:51:21.0,36.0,14.0,6.0,2.0,12.0,48.0,6.0,4.0,4.0,1.0,4.0,1.0
16:51:22.0,29.0,4.0,2.0,1.0,3.0,36.0,1.0,7.0,1.0,,1.0,2.0
16:51:23.0,18.0,13.0,12.0,5.0,8.0,17.0,5.0,11.0,,5.0,,4.0
16:51:24.0,37.0,9.0,3.0,,9.0,23.0,7.0,15.0,1.0,7.0,1.0,5.0
16:51:25.0,27.0,8.0,16.0,,8.0,,5.0,11.0,,4.0,,6.0
16:51:26.0,21.0,8.0,25.0,2.0,6.0,12.0,17.0,4.0,5.0,12.0,5.0,11.0
16:51:27.0,5.0,17.0,91.0,2.0,15.0,4.0,39.0,100.0,3.0,38.0,3.0,36.0
16:51:28.0,3.0,11.0,13.0,,11.0,36.0,6.0,14.0,2.0,3.0,2.0,4.0
16:51:29.0,1.0,5.0,4.0,,5.0,13.0,2.0,3.0,2.0,,2.0,
16:51:30.0,18.0,8.0,8.0,2.0,6.0,3.0,2.0,6.0,2.0,1.0,2.0,1.0
16:51:31.0,22.0,54.0,5.0,43.0,11.0,27.0,52.0,3.0,47.0,5.0,49.0,6.0
16:51:32.0,43.0,15.0,9.0,6.0,9.0,97.0,20.0,16.0,8.0,11.0,9.0,10.0
16:51:33.0,14.0,8.0,6.0,3.0,5.0,25.0,4.0,6.0,3.0,1.0,3.0,1.0
16:51:34.0,1.0,18.0,28.0,1.0,17.0,4.0,26.0,10.0,1.0,25.0,1.0,25.0
16:51:35.0,34.0,11.0,9.0,2.0,9.0,11.0,6.0,2.0,2.0,5.0,2.0,3.0
16:51:36.0,98.0,12.0,3.0,7.0,5.0,32.0,14.0,1.0,10.0,3.0,10.0,6.0
16:51:37.0,25.0,10.0,1.0,3.0,7.0,24.0,12.0,,6.0,7.0,6.0,4.0
16:51:38.0,24.0,31.0,3.0,21.0,10.0,32.0,20.0,,9.0,11.0,9.0,12.0
16:51:39.0,10.0,9.0,6.0,1.0,8.0,9.0,18.0,28.0,,16.0,,18.0
16:51:40.0,25.0,8.0,3.0,1.0,7.0,7.0,7.0,6.0,,6.0,,4.0
16:51:41.0,1.0,17.0,55.0,,17.0,2.0,4.0,54.0,,4.0,,5.0
16:51:42.0,14.0,6.0,55.0,,6.0,19.0,7.0,24.0,,7.0,,6.0
16:51:43.0,6.0,10.0,15.0,2.0,8.0,42.0,9.0,38.0,7.0,3.0,7.0,4.0
16:51:44.0,5.0,4.0,26.0,,4.0,13.0,10.0,6.0,,12.0,,11.0
16:51:45.0,6.0,41.0,24.0,30.0,11.0,16.0,42.0,7.0,27.0,13.0,27.0,15.0
16:51:46.0,13.0,49.0,20.0,38.0,11.0,15.0,35.0,15.0,21.0,13.0,21.0,12.0
16:51:47.0,43.0,8.0,2.0,1.0,7.0,52.0,4.0,1.0,4.0,1.0,4.0,1.0
16:51:48.0,4.0,20.0,29.0,6.0,14.0,45.0,13.0,40.0,1.0,14.0,1.0,12.0
16:51:49.0,31.0,20.0,13.0,12.0,8.0,53.0,13.0,15.0,3.0,8.0,4.0,9.0
16:51:50.0,37.0,18.0,16.0,11.0,7.0,9.0,9.0,11.0,5.0,6.0,5.0,4.0
16:51:51.0,46.0,4.0,,2.0,2.0,20.0,,,,2.0,1.0,
16:51:52.0,46.0,23.0,3.0,12.0,11.0,27.0,22.0,,18.0,3.0,17.0,7.0
16:51:53.0,35.0,13.0,16.0,,13.0,2.0,22.0,17.0,1.0,21.0,,21.0
16:51:54.0,9.0,23.0,15.0,18.0,5.0,16.0,21.0,22.0,12.0,7.0,12.0,7.0
16:51:55.0,6.0,18.0,26.0,,18.0,,12.0,20.0,,12.0,,11.0
16:51:56.0,17.0,5.0,1.0,2.0,3.0,6.0,2.0,5.0,,2.0,,2.0
16:51:57.0,17.0,16.0,53.0,6.0,10.0,11.0,22.0,30.0,5.0,18.0,5.0,17.0
16:51:58.0,35.0,12.0,22.0,9.0,3.0,52.0,14.0,21.0,11.0,2.0,11.0,4.0
16:51:59.0,3.0,14.0,22.0,3.0,11.0,28.0,28.0,22.0,9.0,18.0,10.0,17.0
16:52:00.0,,14.0,32.0,,14.0,11.0,17.0,39.0,,16.0,,17.0
16:52:01.0,17.0,25.0,1.0,21.0,4.0,7.0,18.0,,17.0,2.0,17.0,1.0
16:52:02.0,11.0,34.0,11.0,17.0,17.0,15.0,21.0,13.0,15.0,6.0,15.0,6.0
16:52:03.0,57.0,20.0,,17.0,3.0,76.0,16.0,3.0,14.0,1.0,14.0,2.0
16:52:04.0,15.0,34.0,4.0,23.0,11.0,25.0,39.0,,29.0,11.0,29.0,9.0
16:52:05.0,5.0,5.0,1.0,1.0,4.0,55.0,3.0,,,2.0,,3.0
16:52:06.0,23.0,18.0,23.0,7.0,11.0,20.0,10.0,23.0,2.0,8.0,2.0,8.0
16:52:07.0,64.0,13.0,14.0,,13.0,20.0,11.0,13.0,,11.0,,12.0
16:52:08.0,34.0,7.0,13.0,2.0,5.0,25.0,1.0,28.0,,1.0,,
16:52:09.0,30.0,16.0,97.0,,16.0,9.0,29.0,52.0,,30.0,,29.0
16:52:10.0,7.0,2.0,5.0,1.0,1.0,10.0,2.0,,1.0,2.0,,2.0
16:52:11.0,22.0,17.0,31.0,4.0,13.0,3.0,16.0,5.0,3.0,13.0,2.0,14.0
16:52:12.0,13.0,12.0,40.0,8.0,4.0,15.0,28.0,8.0,22.0,5.0,22.0,6.0
16:52:13.0,12.0,59.0,18.0,49.0,10.0,12.0,17.0,31.0,13.0,3.0,16.0,4.0
16:52:14.0,2.0,16.0,13.0,2.0,14.0,18.0,11.0,20.0,,12.0,,11.0
16:52:15.0,13.0,25.0,3.0,20.0,5.0,60.0,8.0,3.0,1.0,7.0,1.0,7.0
16:52:16.0,10.0,25.0,32.0,8.0,17.0,11.0,15.0,36.0,2.0,12.0,2.0,13.0
16:52:17.0,9.0,6.0,,6.0,,19.0,14.0,,14.0,,15.0,
16:52:18.0,23.0,26.0,23.0,12.0,14.0,31.0,32.0,17.0,20.0,12.0,19.0,9.0
16:52:19.0,64.0,4.0,6.0,2.0,2.0,82.0,3.0,1.0,3.0,,3.0,2.0
16:52:20.0,12.0,17.0,3.0,7.0,10.0,37.0,23.0,6.0,18.0,5.0,21.0,5.0
16:52:21.0,20.0,15.0,29.0,,15.0,22.0,9.0,29.0,,10.0,,7.0
16:52:22.0,37.0,16.0,10.0,13.0,3.0,26.0,17.0,23.0,10.0,7.0,10.0,9.0
16:52:23.0,50.0,21.0,20.0,1.0,20.0,10.0,10.0,7.0,,9.0,,8.0
16:52:24.0,43.0,2.0,,2.0,,76.0,2.0,,2.0,,2.0,
16:52:25.0,20.0,26.0,12.0,13.0,13.0,14.0,21.0,2.0,18.0,3.0,18.0,4.0
16:52:26.0,45.0,10.0,,9.0,1.0,24.0,17.0,,17.0,1.0,17.0,
16:52:27.0,16.0,25.0,3.0,13.0,12.0,20.0,9.0,,2.0,6.0,2.0,6.0
16:52:28.0,70.0,12.0,2.0,,12.0,8.0,2.0,1.0,,3.0,,4.0
16:52:29.0,20.0,7.0,,4.0,3.0,24.0,2.0,,,3.0,,1.0
16:52:30.0,31.0,22.0,46.0,,22.0,37.0,18.0,11.0,,16.0,,16.0
16:52:31.0,24.0,3.0,,3.0,,34.0,,,,,,
16:52:32.0,,15.0,56.0,1.0,14.0,12.0,15.0,29.0,,15.0,,13.0
16:52:33.0,11.0,1.0,6.0,,1.0,19.0,,2.0,,,,
16:52:34.0,14.0,21.0,43.0,9.0,12.0,39.0,11.0,39.0,2.0,9.0,3.0,9.0
16:52:35.0,21.0,12.0,45.0,,12.0,12.0,6.0,89.0,,6.0,,6.0
16:52:36.0,7.0,12.0,,9.0,3.0,14.0,3.0,,4.0,,3.0,
16:52:37.0,16.0,26.0,29.0,6.0,20.0,28.0,7.0,9.0,2.0,7.0,2.0,4.0
16:52:38.0,48.0,38.0,,38.0,,46.0,25.0,,25.0,,25.0,
16:52:39.0,14.0,34.0,15.0,20.0,14.0,23.0,68.0,36.0,56.0,12.0,57.0,12.0
16:52:40.0,17.0,3.0,1.0,,3.0,74.0,3.0,1.0,,1.0,,3.0
16:52:41.0,21.0,13.0,5.0,2.0,11.0,28.0,12.0,26.0,4.0,7.0,4.0,8.0
16:52:42.0,34.0,11.0,7.0,,11.0,25.0,11.0,26.0,,12.0,,12.0
16:52:43.0,53.0,18.0,1.0,15.0,3.0,25.0,37.0,1.0,36.0,1.0,36.0,1.0
16:52:44.0,58.0,22.0,12.0,1.0,21.0,,10.0,2.0,1.0,8.0,1.0,8.0
16:52:45.0,29.0,4.0,,4.0,,23.0,13.0,,13.0,,13.0,
16:52:46.0,23.0,23.0,7.0,8.0,15.0,32.0,18.0,8.0,16.0,2.0,16.0,1.0
16:52:47.0,62.0,3.0,,1.0,2.0,21.0,1.0,,1.0,,1.0,1.0
16:52:48.0,7.0,21.0,19.0,10.0,11.0,23.0,18.0,24.0,1.0,17.0,1.0,17.0
16:52:49.0,30.0,10.0,15.0,,10.0,45.0,8.0,5.0,,10.0,,7.0
16:52:50.0,10.0,3.0,44.0,,3.0,36.0,14.0,13.0,5.0,9.0,5.0,9.0
16:52:51.0,,23.0,99.0,,23.0,,29.0,86.0,,27.0,,29.0
16:52:53.0,24.0,15.0,14.0,,15.0,20.0,6.0,23.0,2.0,4.0,2.0,4.0
16:52:54.0,31.0,28.0,6.0,26.0,2.0,63.0,8.0,13.0,8.0,,8.0,
16:52:55.0,19.0,71.0,22.0,60.0,11.0,56.0,51.0,15.0,44.0,8.0,43.0,8.0
16:52:56.0,,10.0,25.0,,10.0,8.0,5.0,7.0,,5.0,,5.0
16:52:57.0,15.0,7.0,,5.0,2.0,36.0,14.0,,14.0,,14.0,1.0
16:52:58.0,44.0,29.0,40.0,6.0,23.0,35.0,37.0,28.0,9.0,28.0,9.0,28.0
16:52:59.0,72.0,17.0,,17.0,,33.0,12.0,,12.0,,12.0,
16:53:00.0,13.0,37.0,19.0,24.0,13.0,14.0,30.0,24.0,7.0,24.0,7.0,23.0
16:53:01.0,39.0,,,,,8.0,,,,,,2.0
16:53:02.0,29.0,17.0,30.0,1.0,16.0,23.0,12.0,50.0,,10.0,,9.0
16:53:03.0,40.0,10.0,2.0,,10.0,,1.0,12.0,,1.0,,1.0
16:53:04.0,19.0,11.0,,11.0,,12.0,14.0,,15.0,2.0,14.0,
16:53:05.0,7.0,25.0,41.0,,25.0,46.0,21.0,14.0,,19.0,,21.0
16:53:06.0,35.0,13.0,,13.0,,80.0,27.0,,27.0,,27.0,
16:53:07.0,,13.0,32.0,2.0,11.0,,33.0,32.0,4.0,30.0,4.0,29.0
16:53:09.0,18.0,17.0,29.0,,17.0,22.0,14.0,7.0,,13.0,,14.0
16:53:10.0,97.0,10.0,25.0,,10.0,102.0,4.0,2.0,,3.0,,5.0
16:53:11.0,21.0,18.0,,18.0,,46.0,15.0,,17.0,,15.0,
16:53:12.0,,25.0,22.0,,25.0,8.0,6.0,25.0,,7.0,,5.0
16:53:13.0,23.0,9.0,,9.0,,24.0,4.0,,4.0,,4.0,
16:53:14.0,67.0,25.0,59.0,13.0,12.0,35.0,24.0,52.0,2.0,21.0,2.0,22.0
16:53:15.0,50.0,,,,,28.0,,,,,,
16:53:16.0,7.0,28.0,10.0,11.0,17.0,23.0,8.0,45.0,7.0,1.0,7.0,1.0
16:53:17.0,27.0,10.0,16.0,,10.0,19.0,10.0,10.0,,8.0,,10.0
16:53:18.0,21.0,28.0,,28.0,,13.0,32.0,,32.0,,35.0,
16:53:19.0,5.0,25.0,35.0,,25.0,,10.0,26.0,,10.0,,9.0
16:53:20.0,27.0,8.0,,8.0,,12.0,18.0,,18.0,,19.0,
16:53:21.0,21.0,13.0,10.0,2.0,11.0,32.0,7.0,3.0,6.0,2.0,6.0,1.0
16:53:22.0,31.0,,,,,114.0,,,,,,
16:53:23.0,4.0,37.0,5.0,24.0,13.0,22.0,26.0,1.0,16.0,12.0,16.0,12.0
16:53:24.0,18.0,15.0,75.0,,15.0,3.0,24.0,61.0,,21.0,,21.0
16:53:25.0,19.0,4.0,,4.0,,37.0,,,,,1.0,
16:53:26.0,60.0,23.0,52.0,,23.0,24.0,38.0,69.0,,39.0,,37.0
16:53:27.0,27.0,1.0,,1.0,,24.0,,,,,,
16:53:28.0,1.0,40.0,19.0,28.0,12.0,8.0,44.0,8.0,33.0,11.0,33.0,10.0
16:53:29.0,36.0,,,,,35.0,,,,,,
16:53:30.0,49.0,37.0,35.0,25.0,12.0,14.0,44.0,43.0,39.0,4.0,41.0,5.0
16:53:31.0,12.0,15.0,26.0,,15.0,20.0,6.0,21.0,,6.0,,7.0
16:53:32.0,12.0,4.0,,4.0,,30.0,3.0,,3.0,,3.0,
16:53:33.0,15.0,24.0,28.0,,24.0,14.0,16.0,29.0,,16.0,,15.0
16:53:34.0,30.0,32.0,,32.0,,23.0,38.0,,38.0,,38.0,
16:53:35.0,17.0,22.0,7.0,11.0,11.0,9.0,14.0,17.0,7.0,7.0,7.0,8.0
16:53:36.0,30.0,,,,,26.0,,,,,,
16:53:37.0,21.0,33.0,8.0,21.0,12.0,62.0,24.0,14.0,13.0,13.0,13.0,9.0
16:53:38.0,34.0,17.0,59.0,,17.0,21.0,12.0,33.0,,10.0,,10.0
16:53:39.0,15.0,4.0,,4.0,,22.0,8.0,,8.0,,9.0,
16:53:40.0,25.0,21.0,70.0,,21.0,1.0,32.0,88.0,,34.0,,33.0
