Elapsed time,LoadExamResultsHomePage (failure),LoadExamResultsHomePage (success),LoadExamResultsHomePage-0 (success),LoadExamResultsHomePage-1 (failure),LoadExamResultsHomePage-1 (success),SearchExamResults (failure),SearchExamResults (success),SearchExamResults-0 (success),SearchExamResults-1 (failure),SearchExamResults-1 (success),SearchExamResults-2 (failure),SearchExamResults-2 (success)
16:53:41.0,26.0,6.0,1.0,4.0,2.0,20.0,6.0,1.0,5.0,,4.0,1.0
16:53:42.0,16.0,40.0,26.0,29.0,11.0,31.0,33.0,29.0,25.0,8.0,25.0,7.0
16:53:43.0,18.0,,,,,18.0,,,,,,
16:53:44.0,12.0,53.0,12.0,41.0,12.0,6.0,58.0,2.0,53.0,5.0,53.0,5.0
16:53:45.0,15.0,13.0,22.0,1.0,12.0,25.0,24.0,16.0,1.0,25.0,1.0,26.0
16:53:46.0,49.0,14.0,,14.0,,35.0,13.0,,14.0,,13.0,
16:53:47.0,11.0,26.0,81.0,,26.0,23.0,25.0,66.0,,22.0,,22.0
16:53:48.0,17.0,13.0,1.0,11.0,2.0,25.0,3.0,1.0,2.0,,2.0,2.0
16:53:49.0,19.0,17.0,37.0,6.0,11.0,10.0,7.0,16.0,3.0,5.0,3.0,3.0
16:53:50.0,37.0,,,,,39.0,,,,,,
16:53:51.0,35.0,37.0,20.0,27.0,10.0,18.0,36.0,31.0,20.0,15.0,22.0,19.0
16:53:52.0,28.0,16.0,14.0,1.0,15.0,23.0,17.0,27.0,1.0,16.0,1.0,13.0
16:53:53.0,12.0,20.0,,20.0,,46.0,12.0,,12.0,,12.0,
16:53:54.0,25.0,25.0,43.0,,25.0,22.0,19.0,44.0,,20.0,,19.0
16:53:55.0,21.0,6.0,,4.0,2.0,22.0,21.0,,22.0,,20.0,2.0
16:53:56.0,17.0,21.0,3.0,9.0,12.0,14.0,18.0,9.0,9.0,9.0,9.0,8.0
16:53:57.0,49.0,,,,,52.0,,,,,,
16:53:58.0,40.0,32.0,8.0,24.0,8.0,34.0,29.0,6.0,27.0,3.0,29.0,3.0
16:53:59.0,16.0,16.0,25.0,,16.0,24.0,6.0,18.0,,5.0,,6.0
16:54:00.0,14.0,2.0,,2.0,,20.0,5.0,,5.0,,6.0,
16:54:01.0,40.0,23.0,27.0,,23.0,31.0,27.0,32.0,,28.0,,22.0
16:54:02.0,43.0,12.0,8.0,8.0,4.0,53.0,12.0,2.0,6.0,3.0,6.0,7.0
16:54:03.0,17.0,13.0,33.0,2.0,11.0,34.0,16.0,28.0,1.0,16.0,1.0,15.0
16:54:04.0,18.0,,,,,32.0,,,,,,
16:54:05.0,25.0,11.0,72.0,1.0,10.0,16.0,18.0,28.0,4.0,14.0,3.0,14.0
16:54:06.0,31.0,24.0,13.0,8.0,16.0,21.0,11.0,3.0,2.0,9.0,2.0,8.0
16:54:07.0,37.0,28.0,,28.0,,19.0,21.0,,21.0,,21.0,
16:54:08.0,25.0,23.0,37.0,,23.0,19.0,19.0,23.0,,19.0,,19.0
16:54:09.0,27.0,48.0,3.0,46.0,2.0,38.0,20.0,9.0,18.0,3.0,19.0,3.0
16:54:10.0,12.0,15.0,32.0,2.0,13.0,13.0,9.0,31.0,,8.0,,8.0
16:54:11.0,20.0,,,,,10.0,,,,,,
16:54:12.0,19.0,21.0,18.0,12.0,9.0,17.0,8.0,13.0,7.0,2.0,7.0,1.0
16:54:13.0,30.0,19.0,30.0,3.0,16.0,33.0,22.0,80.0,7.0,14.0,7.0,14.0
16:54:14.0,9.0,23.0,,23.0,,29.0,12.0,,12.0,,13.0,
16:54:15.0,1.0,22.0,37.0,,22.0,15.0,12.0,29.0,,13.0,,12.0
16:54:16.0,6.0,18.0,2.0,17.0,1.0,13.0,13.0,3.0,13.0,,13.0,1.0
16:54:17.0,28.0,24.0,60.0,9.0,15.0,15.0,66.0,57.0,47.0,24.0,42.0,23.0
16:54:18.0,24.0,,,,,17.0,,,,,,
16:54:19.0,21.0,24.0,30.0,14.0,10.0,25.0,26.0,27.0,11.0,14.0,11.0,15.0
16:54:20.0,16.0,14.0,8.0,,14.0,22.0,16.0,12.0,,17.0,,17.0
16:54:21.0,62.0,42.0,,42.0,,56.0,40.0,,40.0,,40.0,
16:54:22.0,9.0,22.0,24.0,,22.0,20.0,21.0,46.0,,19.0,,20.0
16:54:23.0,16.0,19.0,1.0,17.0,2.0,6.0,19.0,,18.0,,18.0,1.0
16:54:24.0,12.0,15.0,19.0,1.0,14.0,19.0,24.0,69.0,3.0,18.0,3.0,21.0
16:54:25.0,38.0,,,,,24.0,,,,,,
16:54:26.0,18.0,24.0,14.0,13.0,11.0,26.0,32.0,4.0,24.0,7.0,24.0,8.0
16:54:27.0,17.0,14.0,69.0,,14.0,22.0,18.0,52.0,,19.0,,17.0
16:54:28.0,18.0,11.0,,11.0,,13.0,52.0,,52.0,,53.0,
16:54:29.0,6.0,23.0,111.0,,23.0,20.0,39.0,46.0,,38.0,,38.0
16:54:30.0,30.0,3.0,2.0,1.0,2.0,15.0,,2.0,,,,
16:54:31.0,16.0,21.0,32.0,7.0,14.0,15.0,12.0,37.0,2.0,10.0,2.0,10.0
16:54:32.0,43.0,,,,,12.0,,,,,,
16:54:33.0,44.0,75.0,22.0,66.0,9.0,58.0,41.0,8.0,40.0,2.0,39.0,4.0
16:54:34.0,11.0,14.0,21.0,1.0,13.0,23.0,8.0,4.0,2.0,8.0,1.0,7.0
16:54:35.0,24.0,21.0,,21.0,,40.0,20.0,,20.0,,20.0,
16:54:36.0,12.0,25.0,4.0,,25.0,39.0,31.0,1.0,,31.0,,29.0
16:54:37.0,73.0,9.0,,7.0,2.0,6.0,2.0,,2.0,,3.0,
16:54:38.0,16.0,25.0,9.0,10.0,15.0,20.0,7.0,3.0,1.0,4.0,1.0,6.0
16:54:39.0,41.0,,,,,26.0,,,,,,
16:54:40.0,46.0,11.0,,2.0,9.0,21.0,,2.0,,,,
16:54:41.0,,13.0,9.0,,13.0,23.0,1.0,,,1.0,,1.0
16:54:42.0,17.0,9.0,,9.0,,38.0,2.0,,2.0,,2.0,
16:54:43.0,26.0,25.0,10.0,,25.0,23.0,18.0,27.0,,17.0,,18.0
16:54:44.0,7.0,2.0,1.0,,2.0,44.0,1.0,3.0,,1.0,,
16:54:45.0,17.0,16.0,4.0,4.0,12.0,75.0,2.0,35.0,,3.0,,3.0
16:54:46.0,15.0,3.0,3.0,,3.0,13.0,3.0,10.0,,2.0,,2.0
16:54:47.0,28.0,16.0,74.0,8.0,8.0,17.0,17.0,43.0,14.0,3.0,14.0,4.0
16:54:48.0,24.0,13.0,57.0,1.0,12.0,43.0,22.0,103.0,3.0,21.0,3.0,18.0
16:54:49.0,15.0,4.0,,4.0,,37.0,24.0,,24.0,,24.0,
16:54:50.0,2.0,25.0,111.0,2.0,23.0,25.0,26.0,51.0,5.0,23.0,6.0,21.0
16:54:51.0,10.0,43.0,6.0,39.0,4.0,7.0,25.0,3.0,22.0,1.0,23.0,2.0
16:54:52.0,18.0,37.0,22.0,27.0,10.0,45.0,63.0,30.0,50.0,19.0,46.0,17.0
16:54:53.0,51.0,1.0,1.0,,1.0,4.0,6.0,8.0,,7.0,,7.0
16:54:54.0,24.0,68.0,17.0,60.0,8.0,14.0,55.0,15.0,32.0,20.0,31.0,24.0
16:54:55.0,29.0,24.0,18.0,6.0,18.0,27.0,17.0,,3.0,12.0,3.0,12.0
16:54:56.0,51.0,8.0,,8.0,,14.0,22.0,,22.0,,22.0,
16:54:57.0,10.0,24.0,17.0,1.0,23.0,27.0,14.0,2.0,7.0,7.0,7.0,7.0
16:54:58.0,23.0,17.0,,13.0,4.0,13.0,11.0,,10.0,,10.0,1.0
16:54:59.0,16.0,20.0,9.0,10.0,10.0,19.0,11.0,4.0,,8.0,,11.0
16:55:00.0,33.0,1.0,,,1.0,21.0,,,,,,
16:55:01.0,30.0,16.0,20.0,8.0,8.0,8.0,7.0,17.0,2.0,5.0,2.0,5.0
16:55:02.0,2.0,18.0,62.0,,18.0,17.0,12.0,21.0,,12.0,,12.0
16:55:03.0,11.0,1.0,,1.0,,41.0,,,,,,
16:55:04.0,17.0,23.0,112.0,,23.0,29.0,10.0,56.0,,10.0,,10.0
16:55:05.0,8.0,4.0,11.0,1.0,3.0,30.0,7.0,1.0,6.0,2.0,6.0,1.0
16:55:06.0,11.0,36.0,6.0,25.0,11.0,34.0,12.0,10.0,11.0,,11.0,1.0
16:55:07.0,41.0,1.0,1.0,,1.0,54.0,,1.0,,,,
16:55:08.0,35.0,78.0,8.0,71.0,7.0,30.0,30.0,13.0,26.0,5.0,26.0,4.0
16:55:09.0,36.0,19.0,11.0,,19.0,25.0,5.0,2.0,,4.0,,5.0
16:55:10.0,35.0,6.0,,6.0,,42.0,10.0,,10.0,,10.0,
16:55:11.0,32.0,23.0,5.0,,23.0,30.0,15.0,77.0,,15.0,,15.0
16:55:12.0,36.0,11.0,2.0,8.0,3.0,23.0,11.0,7.0,11.0,,11.0,
16:55:13.0,19.0,9.0,8.0,,9.0,12.0,10.0,26.0,,11.0,,10.0
16:55:14.0,29.0,2.0,,,2.0,7.0,,1.0,,,,
16:55:15.0,31.0,6.0,,1.0,5.0,10.0,50.0,,50.0,,51.0,2.0
16:55:16.0,32.0,21.0,4.0,2.0,19.0,37.0,17.0,16.0,6.0,11.0,6.0,9.0
16:55:17.0,14.0,6.0,1.0,4.0,2.0,17.0,11.0,3.0,10.0,1.0,10.0,1.0
16:55:18.0,7.0,24.0,69.0,,24.0,43.0,28.0,59.0,,27.0,,28.0
16:55:19.0,26.0,1.0,4.0,,1.0,9.0,1.0,,,1.0,,3.0
16:55:20.0,38.0,7.0,43.0,2.0,5.0,90.0,24.0,18.0,1.0,23.0,1.0,20.0
16:55:21.0,16.0,8.0,4.0,,8.0,27.0,1.0,43.0,,1.0,,1.0
16:55:22.0,36.0,46.0,20.0,41.0,5.0,9.0,23.0,25.0,23.0,1.0,24.0,1.0
16:55:23.0,4.0,17.0,63.0,,17.0,22.0,48.0,26.0,,47.0,,50.0
16:55:24.0,74.0,15.0,2.0,14.0,1.0,40.0,10.0,2.0,10.0,,10.0,1.0
16:55:25.0,23.0,25.0,23.0,,25.0,19.0,65.0,49.0,,66.0,,61.0
16:55:26.0,12.0,11.0,,11.0,,13.0,22.0,1.0,22.0,,23.0,1.0
16:55:27.0,8.0,7.0,7.0,1.0,6.0,14.0,6.0,1.0,5.0,1.0,5.0,
16:55:28.0,35.0,8.0,8.0,,8.0,30.0,,9.0,,,,
16:55:29.0,63.0,14.0,3.0,9.0,5.0,7.0,36.0,2.0,36.0,,36.0,
16:55:30.0,20.0,15.0,25.0,,15.0,29.0,5.0,12.0,1.0,4.0,1.0,4.0
16:55:31.0,11.0,9.0,,6.0,3.0,45.0,1.0,5.0,1.0,,1.0,
16:55:32.0,17.0,34.0,23.0,9.0,25.0,21.0,12.0,7.0,9.0,3.0,9.0,3.0
16:55:33.0,33.0,4.0,,3.0,1.0,37.0,3.0,1.0,2.0,2.0,2.0,1.0
16:55:34.0,22.0,20.0,21.0,14.0,6.0,56.0,14.0,7.0,2.0,11.0,1.0,12.0
16:55:35.0,19.0,10.0,50.0,1.0,9.0,30.0,9.0,22.0,4.0,5.0,5.0,5.0
16:55:36.0,17.0,6.0,7.0,1.0,5.0,29.0,1.0,6.0,1.0,,1.0,
16:55:37.0,27.0,13.0,7.0,,13.0,8.0,7.0,6.0,2.0,5.0,2.0,5.0
16:55:38.0,55.0,19.0,1.0,14.0,5.0,10.0,7.0,3.0,4.0,3.0,4.0,3.0
16:55:39.0,21.0,73.0,96.0,50.0,23.0,24.0,31.0,60.0,21.0,9.0,21.0,9.0
16:55:40.0,7.0,6.0,4.0,3.0,3.0,7.0,2.0,7.0,1.0,1.0,1.0,1.0
16:55:41.0,2.0,6.0,2.0,5.0,1.0,45.0,1.0,3.0,1.0,,1.0,
16:55:42.0,4.0,13.0,33.0,,13.0,9.0,12.0,91.0,1.0,12.0,2.0,10.0
16:55:43.0,41.0,56.0,9.0,50.0,6.0,19.0,30.0,14.0,25.0,6.0,24.0,7.0
16:55:44.0,5.0,15.0,22.0,4.0,11.0,19.0,12.0,7.0,7.0,7.0,7.0,5.0
16:55:45.0,42.0,6.0,7.0,,6.0,18.0,17.0,37.0,,16.0,,16.0
16:55:46.0,10.0,35.0,41.0,13.0,22.0,21.0,89.0,36.0,58.0,31.0,57.0,31.0
16:55:47.0,20.0,5.0,1.0,,5.0,,9.0,2.0,8.0,2.0,6.0,3.0
16:55:48.0,7.0,6.0,1.0,6.0,,1.0,3.0,1.0,3.0,,3.0,
16:55:49.0,19.0,14.0,4.0,,14.0,50.0,22.0,9.0,17.0,4.0,17.0,5.0
16:55:50.0,98.0,38.0,11.0,35.0,3.0,58.0,22.0,10.0,22.0,1.0,23.0,
16:55:51.0,2.0,14.0,17.0,1.0,13.0,31.0,12.0,20.0,1.0,10.0,1.0,11.0
16:55:52.0,3.0,5.0,7.0,,5.0,4.0,6.0,8.0,,6.0,,7.0
16:55:53.0,44.0,11.0,8.0,2.0,9.0,13.0,12.0,24.0,2.0,9.0,2.0,11.0
16:55:54.0,20.0,27.0,93.0,9.0,18.0,6.0,42.0,96.0,7.0,36.0,6.0,33.0
16:55:55.0,22.0,12.0,,12.0,,59.0,2.0,,2.0,,4.0,
16:55:56.0,4.0,14.0,37.0,,14.0,51.0,28.0,11.0,,26.0,,28.0
16:55:57.0,11.0,5.0,2.0,2.0,3.0,18.0,12.0,,7.0,4.0,7.0,5.0
16:55:58.0,21.0,41.0,23.0,29.0,12.0,16.0,65.0,19.0,46.0,21.0,45.0,20.0
16:55:59.0,37.0,6.0,19.0,,6.0,,10.0,1.0,,10.0,,12.0
16:56:00.0,56.0,29.0,8.0,19.0,10.0,25.0,6.0,2.0,4.0,2.0,4.0,
16:56:01.0,20.0,18.0,18.0,2.0,16.0,64.0,9.0,13.0,,11.0,,9.0
16:56:02.0,67.0,13.0,,13.0,,51.0,12.0,,12.0,,12.0,
16:56:03.0,2.0,21.0,7.0,4.0,17.0,12.0,17.0,11.0,1.0,13.0,1.0,15.0
16:56:04.0,16.0,3.0,1.0,2.0,1.0,15.0,,,,,,
16:56:05.0,63.0,18.0,20.0,6.0,12.0,33.0,16.0,12.0,4.0,11.0,4.0,13.0
16:56:06.0,54.0,6.0,6.0,,6.0,38.0,4.0,4.0,,4.0,,4.0
16:56:07.0,24.0,13.0,12.0,3.0,10.0,30.0,9.0,10.0,2.0,8.0,2.0,5.0
16:56:08.0,10.0,18.0,57.0,,18.0,,8.0,68.0,,7.0,,8.0
16:56:09.0,4.0,4.0,,4.0,,,1.0,,1.0,,1.0,
16:56:10.0,30.0,16.0,17.0,1.0,15.0,50.0,5.0,11.0,,7.0,,5.0
16:56:11.0,38.0,12.0,,12.0,,24.0,10.0,,10.0,,10.0,
16:56:12.0,2.0,41.0,19.0,28.0,13.0,70.0,46.0,10.0,37.0,8.0,38.0,9.0
16:56:13.0,,7.0,5.0,,7.0,66.0,3.0,1.0,,2.0,,4.0
16:56:14.0,42.0,19.0,33.0,9.0,10.0,19.0,10.0,35.0,5.0,5.0,6.0,4.0
16:56:15.0,25.0,18.0,8.0,,18.0,4.0,18.0,42.0,,19.0,,17.0
16:56:16.0,32.0,5.0,,5.0,,17.0,2.0,,2.0,,2.0,
16:56:17.0,64.0,21.0,16.0,5.0,16.0,86.0,23.0,8.0,1.0,21.0,1.0,22.0
16:56:18.0,25.0,16.0,,16.0,,36.0,25.0,,25.0,,26.0,
16:56:19.0,10.0,11.0,5.0,3.0,8.0,18.0,15.0,21.0,13.0,3.0,13.0,3.0
16:56:20.0,6.0,12.0,25.0,,12.0,1.0,9.0,21.0,,8.0,,6.0
16:56:21.0,78.0,17.0,24.0,7.0,10.0,20.0,6.0,4.0,2.0,4.0,2.0,4.0
16:56:22.0,6.0,17.0,103.0,,17.0,24.0,39.0,58.0,,40.0,,39.0
16:56:23.0,16.0,1.0,,1.0,,55.0,1.0,,1.0,,1.0,
16:56:24.0,2.0,16.0,33.0,1.0,15.0,5.0,19.0,19.0,3.0,15.0,3.0,18.0
16:56:25.0,14.0,4.0,,4.0,,10.0,,,,,,
16:56:26.0,37.0,49.0,2.0,42.0,7.0,61.0,24.0,2.0,26.0,3.0,24.0,
16:56:27.0,62.0,14.0,4.0,,14.0,33.0,5.0,4.0,,3.0,,5.0
16:56:28.0,18.0,37.0,1.0,28.0,9.0,39.0,22.0,3.0,19.0,4.0,19.0,3.0
16:56:29.0,10.0,16.0,36.0,,16.0,45.0,16.0,16.0,,16.0,,17.0
16:56:30.0,40.0,,,,,21.0,,,,,,
16:56:31.0,24.0,20.0,20.0,2.0,18.0,8.0,17.0,7.0,2.0,15.0,1.0,14.0
16:56:32.0,54.0,1.0,,1.0,,52.0,3.0,,3.0,,3.0,
16:56:33.0,30.0,22.0,10.0,15.0,7.0,55.0,6.0,,7.0,,6.0,
16:56:34.0,11.0,13.0,5.0,,13.0,14.0,3.0,8.0,,3.0,,4.0
16:56:35.0,13.0,18.0,12.0,10.0,8.0,21.0,9.0,,5.0,8.0,3.0,5.0
16:56:36.0,15.0,18.0,74.0,,18.0,1.0,22.0,68.0,,17.0,,21.0
16:56:37.0,19.0,6.0,,6.0,,27.0,,,,,,
16:56:38.0,10.0,20.0,39.0,2.0,18.0,30.0,9.0,16.0,7.0,1.0,7.0,2.0
16:56:39.0,25.0,9.0,,9.0,,67.0,,,,,,
16:56:40.0,12.0,64.0,5.0,59.0,5.0,23.0,55.0,1.0,51.0,5.0,51.0,5.0
16:56:41.0,6.0,15.0,25.0,,15.0,21.0,7.0,73.0,,3.0,,6.0
16:56:42.0,30.0,11.0,19.0,4.0,7.0,25.0,11.0,17.0,3.0,9.0,2.0,10.0
16:56:43.0,53.0,19.0,86.0,,19.0,32.0,15.0,30.0,,15.0,,14.0
16:56:44.0,36.0,2.0,,2.0,,26.0,,,,,,
16:56:45.0,21.0,23.0,22.0,6.0,17.0,11.0,53.0,18.0,39.0,14.0,40.0,15.0
16:56:46.0,18.0,2.0,,2.0,,4.0,4.0,,4.0,,4.0,
16:56:47.0,33.0,63.0,,58.0,5.0,28.0,27.0,1.0,25.0,3.0,26.0,1.0
16:56:48.0,26.0,15.0,6.0,,15.0,31.0,7.0,8.0,,6.0,,8.0
16:56:49.0,41.0,21.0,11.0,16.0,5.0,26.0,25.0,16.0,13.0,11.0,13.0,11.0
16:56:50.0,4.0,22.0,22.0,,22.0,,11.0,32.0,,11.0,,10.0
16:56:51.0,29.0,,,,,58.0,,,,,,
16:56:52.0,17.0,17.0,17.0,,17.0,16.0,12.0,3.0,,12.0,,12.0
16:56:53.0,35.0,1.0,,1.0,,4.0,6.0,,8.0,,6.0,
16:56:54.0,8.0,26.0,27.0,21.0,5.0,36.0,32.0,9.0,28.0,4.0,28.0,3.0
16:56:55.0,51.0,14.0,63.0,,14.0,16.0,10.0,64.0,,10.0,,11.0
16:56:56.0,17.0,8.0,4.0,5.0,3.0,7.0,5.0,7.0,2.0,4.0,2.0,3.0
16:56:57.0,2.0,24.0,28.0,,24.0,3.0,11.0,82.0,,9.0,,11.0
16:56:58.0,37.0,2.0,,2.0,,68.0,2.0,,2.0,,2.0,
16:56:59.0,4.0,46.0,22.0,28.0,18.0,20.0,37.0,79.0,24.0,12.0,24.0,12.0
16:57:00.0,9.0,4.0,,4.0,,49.0,6.0,,6.0,,6.0,
16:57:01.0,10.0,27.0,8.0,22.0,5.0,32.0,50.0,17.0,49.0,1.0,49.0,1.0
16:57:02.0,49.0,13.0,15.0,,13.0,20.0,7.0,11.0,,8.0,,7.0
16:57:03.0,41.0,13.0,3.0,13.0,,27.0,60.0,2.0,59.0,2.0,59.0,2.0
16:57:04.0,28.0,25.0,24.0,,25.0,10.0,53.0,22.0,,54.0,,52.0
16:57:05.0,33.0,1.0,,1.0,,23.0,5.0,,5.0,,6.0,
16:57:06.0,14.0,25.0,84.0,4.0,21.0,13.0,41.0,39.0,7.0,32.0,8.0,34.0
16:57:07.0,49.0,1.0,,1.0,,26.0,,,,,,
16:57:08.0,16.0,7.0,2.0,2.0,5.0,15.0,4.0,2.0,5.0,,4.0,
16:57:09.0,27.0,13.0,63.0,,13.0,6.0,13.0,30.0,,13.0,,13.0
16:57:10.0,40.0,58.0,,58.0,,44.0,20.0,,20.0,,20.0,
16:57:11.0,,24.0,61.0,,24.0,,18.0,58.0,,17.0,,17.0
16:57:12.0,3.0,,,,,6.0,,,,,,
16:57:13.0,6.0,31.0,45.0,9.0,22.0,20.0,31.0,30.0,9.0,22.0,8.0,22.0
16:57:14.0,52.0,,,,,50.0,,,,,,
16:57:15.0,13.0,51.0,11.0,46.0,5.0,31.0,42.0,14.0,40.0,1.0,40.0,2.0
16:57:16.0,3.0,13.0,1.0,,13.0,39.0,3.0,12.0,,3.0,,3.0
16:57:17.0,29.0,18.0,,18.0,,27.0,20.0,,20.0,,21.0,
16:57:18.0,29.0,24.0,2.0,,24.0,46.0,6.0,15.0,,6.0,,6.0
16:57:19.0,65.0,4.0,,4.0,,39.0,6.0,,6.0,,6.0,
16:57:20.0,32.0,21.0,35.0,1.0,20.0,19.0,27.0,58.0,10.0,18.0,10.0,18.0
16:57:21.0,18.0,,,,,39.0,,,,,,
16:57:22.0,44.0,8.0,6.0,2.0,6.0,27.0,13.0,6.0,8.0,4.0,8.0,5.0
16:57:23.0,38.0,12.0,8.0,,12.0,3.0,9.0,6.0,,10.0,,9.0
16:57:24.0,22.0,25.0,,25.0,,20.0,39.0,,39.0,,40.0,
16:57:25.0,17.0,26.0,81.0,,26.0,18.0,31.0,48.0,,30.0,,29.0
16:57:26.0,15.0,,,,,39.0,,,,,,
16:57:27.0,10.0,25.0,56.0,6.0,19.0,6.0,14.0,50.0,4.0,10.0,4.0,11.0
16:57:28.0,37.0,,,,,13.0,,,,,,
16:57:29.0,24.0,28.0,5.0,22.0,6.0,51.0,13.0,1.0,9.0,5.0,9.0,3.0
16:57:30.0,36.0,12.0,15.0,,12.0,64.0,4.0,9.0,,3.0,,4.0
16:57:31.0,14.0,41.0,,41.0,,35.0,33.0,,33.0,,34.0,
16:57:32.0,4.0,25.0,61.0,,25.0,31.0,29.0,70.0,,31.0,,28.0
16:57:33.0,11.0,,,,,4.0,,,,,,
16:57:34.0,35.0,23.0,14.0,2.0,21.0,25.0,22.0,9.0,3.0,17.0,3.0,19.0
16:57:35.0,59.0,,,,,37.0,,,,,,
16:57:36.0,34.0,31.0,6.0,25.0,6.0,23.0,54.0,18.0,50.0,4.0,50.0,4.0
16:57:37.0,3.0,10.0,39.0,,10.0,12.0,8.0,20.0,,8.0,,9.0
16:57:38.0,19.0,6.0,,6.0,,,3.0,,3.0,,3.0,
16:57:39.0,14.0,27.0,52.0,,27.0,14.0,11.0,50.0,,11.0,,9.0
16:57:40.0,39.0,6.0,,6.0,,48.0,18.0,,18.0,,18.0,
16:57:41.0,13.0,48.0,50.0,27.0,21.0,18.0,32.0,38.0,13.0,19.0,13.0,19.0
16:57:42.0,3.0,,,,,25.0,,,,,,
16:57:43.0,18.0,35.0,6.0,29.0,6.0,31.0,13.0,20.0,15.0,1.0,12.0,1.0
16:57:44.0,34.0,8.0,46.0,,8.0,9.0,11.0,32.0,,11.0,,13.0
16:57:45.0,35.0,19.0,,19.0,,11.0,27.0,,27.0,,27.0,
16:57:46.0,14.0,25.0,40.0,,25.0,43.0,14.0,52.0,,14.0,,14.0
16:57:47.0,44.0,4.0,,4.0,,50.0,19.0,,19.0,,19.0,
16:57:48.0,10.0,32.0,42.0,8.0,24.0,35.0,30.0,31.0,3.0,25.0,3.0,25.0
16:57:49.0,33.0,,,,,1.0,,,,,,
16:57:50.0,17.0,20.0,9.0,14.0,6.0,38.0,28.0,4.0,20.0,8.0,20.0,8.0
16:57:51.0,50.0,8.0,5.0,,8.0,36.0,5.0,15.0,,4.0,,6.0
16:57:52.0,54.0,37.0,,37.0,,37.0,20.0,,20.0,,20.0,
16:57:53.0,5.0,25.0,10.0,,25.0,16.0,18.0,23.0,,18.0,,18.0
16:57:54.0,41.0,,,,,14.0,1.0,,1.0,,1.0,
16:57:55.0,29.0,24.0,34.0,,24.0,25.0,28.0,14.0,7.0,22.0,7.0,20.0
16:57:56.0,34.0,,,,,26.0,,,,,,
16:57:57.0,15.0,11.0,5.0,8.0,3.0,47.0,20.0,1.0,17.0,5.0,17.0,4.0
16:57:58.0,8.0,8.0,7.0,,8.0,26.0,13.0,8.0,,12.0,,14.0
16:57:59.0,33.0,22.0,,22.0,,27.0,11.0,,11.0,,11.0,
16:58:00.0,5.0,29.0,137.0,,29.0,13.0,30.0,145.0,,28.0,,28.0
16:58:01.0,,,,,,7.0,,,,,,
16:58:02.0,1.0,24.0,39.0,,24.0,2.0,17.0,54.0,,17.0,,17.0
16:58:03.0,27.0,,,,,38.0,,,,,,
16:58:04.0,24.0,76.0,3.0,74.0,2.0,59.0,78.0,1.0,82.0,,78.0,1.0
16:58:05.0,,8.0,17.0,,8.0,31.0,4.0,5.0,,4.0,,4.0
16:58:06.0,10.0,26.0,,26.0,,25.0,33.0,,34.0,,33.0,
16:58:07.0,25.0,28.0,80.0,,28.0,32.0,25.0,45.0,,26.0,,25.0
16:58:08.0,98.0,,,,,39.0,,,,,,
16:58:09.0,28.0,37.0,21.0,13.0,24.0,6.0,43.0,32.0,2.0,38.0,2.0,40.0
16:58:10.0,22.0,,,,,12.0,,,,,,
16:58:11.0,24.0,29.0,3.0,27.0,2.0,34.0,20.0,2.0,18.0,,18.0,4.0
16:58:12.0,39.0,8.0,3.0,,8.0,9.0,10.0,9.0,,9.0,,10.0
16:58:13.0,40.0,14.0,,14.0,,2.0,21.0,,21.0,,21.0,
16:58:14.0,11.0,29.0,81.0,,29.0,19.0,14.0,37.0,,15.0,,12.0
16:58:15.0,28.0,,,,,40.0,,,,,,
16:58:16.0,7.0,26.0,59.0,2.0,24.0,3.0,27.0,43.0,5.0,22.0,5.0,22.0
16:58:18.0,15.0,21.0,,19.0,2.0,40.0,9.0,4.0,9.0,,9.0,
16:58:19.0,40.0,7.0,2.0,,7.0,81.0,5.0,1.0,,6.0,,5.0
16:58:20.0,23.0,37.0,,37.0,,35.0,28.0,,29.0,,28.0,
16:58:21.0,,30.0,38.0,,30.0,48.0,16.0,49.0,,15.0,,16.0
16:58:22.0,29.0,,,,,54.0,4.0,,4.0,,4.0,
16:58:23.0,59.0,26.0,26.0,2.0,24.0,37.0,23.0,55.0,1.0,21.0,1.0,22.0
16:58:24.0,48.0,,,,,18.0,,,,,,
16:58:25.0,36.0,12.0,2.0,9.0,3.0,46.0,20.0,1.0,18.0,1.0,19.0,2.0
16:58:26.0,46.0,7.0,1.0,,7.0,32.0,,1.0,,,,
16:58:27.0,54.0,21.0,,21.0,,12.0,38.0,,38.0,,38.0,
16:58:28.0,17.0,28.0,20.0,,28.0,23.0,12.0,22.0,,12.0,,14.0
16:58:29.0,47.0,2.0,,2.0,,4.0,1.0,,1.0,,1.0,
16:58:30.0,7.0,25.0,89.0,1.0,24.0,2.0,35.0,29.0,1.0,35.0,1.0,33.0
16:58:31.0,26.0,,,,,9.0,,,,,,
16:58:32.0,6.0,10.0,4.0,9.0,1.0,29.0,9.0,2.0,7.0,2.0,7.0,4.0
16:58:33.0,,11.0,85.0,,11.0,28.0,18.0,91.0,,17.0,,14.0
16:58:34.0,8.0,28.0,,28.0,,,6.0,,6.0,,6.0,
16:58:35.0,7.0,24.0,34.0,,24.0,51.0,31.0,72.0,,32.0,,34.0
16:58:36.0,16.0,4.0,,4.0,,28.0,2.0,,2.0,,2.0,
16:58:37.0,12.0,97.0,10.0,70.0,27.0,12.0,71.0,10.0,60.0,10.0,60.0,9.0
